population,draw,tf,score,rank
Treg,752,HIF1A,6.63241809,6
Treg,752,NFKB1,4.74527987,32
Treg,752,STAT3,6.29720229,9
Treg,752,CREB1,5.6055728,16
Treg,752,ATF3,4.4503677,37
Treg,752,REL,2.4022234,197
Treg,752,HSF1,2.884386,148
Treg,752,EPAS1,1.59647765,287
Treg,753,HIF1A,5.98181505,10
Treg,753,NFKB1,4.62262357,42
Treg,753,STAT3,5.92857237,12
Treg,753,CREB1,4.73582517,37
Treg,753,ATF3,1.7003931,267
Treg,753,REL,4.0069737,67
Treg,753,HSF1,-0.0657408918,485
Treg,753,EPAS1,2.32244513,196
Treg,754,HIF1A,5.29929739,19
Treg,754,NFKB1,4.52146891,47
Treg,754,STAT3,5.39463242,18
Treg,754,CREB1,5.78662398,12
Treg,754,ATF3,1.04057431,361
Treg,754,REL,4.81736157,30
Treg,754,HSF1,4.00760001,72
Treg,754,EPAS1,2.83881537,155
Treg,755,HIF1A,4.71759583,32
Treg,755,NFKB1,5.95275087,7
Treg,755,STAT3,5.35985698,16
Treg,755,CREB1,5.31687257,17
Treg,755,ATF3,-0.531947754,527
Treg,755,REL,4.84832034,26
Treg,755,HSF1,3.66981436,87
Treg,755,EPAS1,1.13824286,348
Treg,756,HIF1A,4.36596347,45
Treg,756,NFKB1,3.63911289,88
Treg,756,STAT3,4.41803227,44
Treg,756,CREB1,5.937171,10
Treg,756,ATF3,4.3276898,48
Treg,756,REL,5.95929166,9
Treg,756,HSF1,4.91523358,23
Treg,756,EPAS1,3.00546791,135
Treg,757,HIF1A,5.33143111,19
Treg,757,NFKB1,3.99112703,64
Treg,757,STAT3,4.31416839,45
Treg,757,CREB1,6.72817815,6
Treg,757,ATF3,2.00344337,250
Treg,757,REL,1.02783509,357
Treg,757,HSF1,2.69992756,177
Treg,757,EPAS1,2.53348714,192
Treg,758,HIF1A,5.56915393,16
Treg,758,NFKB1,6.30980636,7
Treg,758,STAT3,2.92631995,145
Treg,758,CREB1,6.8531855,5
Treg,758,ATF3,1.77384592,260
Treg,758,REL,2.31144371,197
Treg,758,HSF1,2.16706977,217
Treg,758,EPAS1,1.3753499,306
Treg,759,HIF1A,6.30489863,9
Treg,759,NFKB1,5.57416483,17
Treg,759,STAT3,5.77607219,14
Treg,759,CREB1,6.21487118,10
Treg,759,ATF3,2.01015102,240
Treg,759,REL,2.27973902,200
Treg,759,HSF1,4.62480506,38
Treg,759,EPAS1,1.3362946,319
Treg,760,HIF1A,4.68101092,37
Treg,760,NFKB1,7.29561416,4
Treg,760,STAT3,5.13080081,26
Treg,760,CREB1,6.63780579,5
Treg,760,ATF3,2.23028966,213
Treg,760,REL,4.4178245,48
Treg,760,HSF1,3.86511041,68
Treg,760,EPAS1,2.70935265,152
Treg,761,HIF1A,3.74882405,79
Treg,761,NFKB1,7.47847353,3
Treg,761,STAT3,4.34642979,39
Treg,761,CREB1,5.37217673,15
Treg,761,ATF3,1.57766193,320
Treg,761,REL,4.39116708,36
Treg,761,HSF1,0.824358983,412
Treg,761,EPAS1,1.30900048,353
Treg,762,HIF1A,4.86361837,26
Treg,762,NFKB1,7.53648638,2
Treg,762,STAT3,6.14639591,6
Treg,762,CREB1,5.01796243,21
Treg,762,ATF3,2.45620918,199
Treg,762,REL,5.67609041,14
Treg,762,HSF1,0.844619367,400
Treg,762,EPAS1,1.57565551,298
Treg,763,HIF1A,4.67842544,46
Treg,763,NFKB1,7.64629035,2
Treg,763,STAT3,5.09759851,29
Treg,763,CREB1,4.85164438,39
Treg,763,ATF3,1.83097016,268
Treg,763,REL,1.69025218,294
Treg,763,HSF1,2.4261751,190
Treg,763,EPAS1,2.39486836,195
Treg,764,HIF1A,4.92514207,29
Treg,764,NFKB1,6.34409129,10
Treg,764,STAT3,5.18433778,19
Treg,764,CREB1,6.48082545,8
Treg,764,ATF3,2.09970378,229
Treg,764,REL,3.0533342,134
Treg,764,HSF1,1.89668063,249
Treg,764,EPAS1,3.64097642,91
Treg,765,HIF1A,7.04378338,6
Treg,765,NFKB1,6.51785219,9
Treg,765,STAT3,4.533744,34
Treg,765,CREB1,5.00072533,23
Treg,765,ATF3,2.67587048,165
Treg,765,REL,3.38156383,95
Treg,765,HSF1,4.55285315,32
Treg,765,EPAS1,3.38773125,93
Treg,766,HIF1A,5.44675306,19
Treg,766,NFKB1,6.00488057,12
Treg,766,STAT3,7.03072021,6
Treg,766,CREB1,6.72754003,7
Treg,766,ATF3,2.38747797,184
Treg,766,REL,1.82497927,264
Treg,766,HSF1,2.22913328,205
Treg,766,EPAS1,4.38052076,43
Treg,767,HIF1A,7.38482678,4
Treg,767,NFKB1,5.12810558,23
Treg,767,STAT3,6.86190425,8
Treg,767,CREB1,5.81757385,13
Treg,767,ATF3,2.8897112,139
Treg,767,REL,1.76540398,259
Treg,767,HSF1,1.99576149,233
Treg,767,EPAS1,1.2982781,320
Treg,768,HIF1A,6.55240727,9
Treg,768,NFKB1,6.21173703,11
Treg,768,STAT3,7.59328687,6
Treg,768,CREB1,5.06381475,29
Treg,768,ATF3,-0.0619730532,488
Treg,768,REL,1.96603799,251
Treg,768,HSF1,2.2964725,209
Treg,768,EPAS1,1.87854045,265
Treg,769,HIF1A,5.27844656,21
Treg,769,NFKB1,5.40934529,18
Treg,769,STAT3,5.90968962,15
Treg,769,CREB1,5.3113017,20
Treg,769,ATF3,1.04148759,362
Treg,769,REL,1.75106,262
Treg,769,HSF1,4.28434131,49
Treg,769,EPAS1,4.42073856,43
Treg,770,HIF1A,4.05403077,62
Treg,770,NFKB1,5.05535402,19
Treg,770,STAT3,6.83192126,7
Treg,770,CREB1,5.04026913,21
Treg,770,ATF3,3.92378423,71
Treg,770,REL,1.90389691,249
Treg,770,HSF1,5.57812822,13
Treg,770,EPAS1,3.63301146,89
Treg,771,HIF1A,4.09402314,59
Treg,771,NFKB1,6.67453939,9
Treg,771,STAT3,6.34087292,11
Treg,771,CREB1,5.71511857,14
Treg,771,ATF3,1.71482669,272
Treg,771,REL,3.4333378,86
Treg,771,HSF1,4.23448678,51
Treg,771,EPAS1,5.86988018,13
Treg,772,HIF1A,6.11093574,11
Treg,772,NFKB1,4.85440904,30
Treg,772,STAT3,6.94769381,6
Treg,772,CREB1,4.86675734,28
Treg,772,ATF3,2.77963491,142
Treg,772,REL,3.5069031,84
Treg,772,HSF1,4.28478553,44
Treg,772,EPAS1,4.60392206,35
Treg,773,HIF1A,5.45439453,13
Treg,773,NFKB1,5.86587171,9
Treg,773,STAT3,4.54089192,42
Treg,773,CREB1,3.83117098,84
Treg,773,ATF3,-1.21391226,569
Treg,773,REL,3.45313713,99
Treg,773,HSF1,4.06841988,66
Treg,773,EPAS1,3.40593276,101
Treg,774,HIF1A,7.12479268,4
Treg,774,NFKB1,6.13653266,10
Treg,774,STAT3,5.86724073,14
Treg,774,CREB1,4.77620191,29
Treg,774,ATF3,2.74225451,158
Treg,774,REL,3.56333687,84
Treg,774,HSF1,5.40797816,18
Treg,774,EPAS1,3.04360132,131
Treg,775,HIF1A,5.6466899,13
Treg,775,NFKB1,6.77530734,4
Treg,775,STAT3,6.22114141,8
Treg,775,CREB1,4.88078769,26
Treg,775,ATF3,2.27605073,214
Treg,775,REL,3.02568816,140
Treg,775,HSF1,0.902720585,380
Treg,775,EPAS1,2.47277488,191
Treg,776,HIF1A,4.7876595,25
Treg,776,NFKB1,6.95979569,6
Treg,776,STAT3,8.3371772,2
Treg,776,CREB1,3.93328621,60
Treg,776,ATF3,1.22439787,337
Treg,776,REL,3.35329325,109
Treg,776,HSF1,4.6144334,29
Treg,776,EPAS1,2.35672225,192
Treg,777,HIF1A,4.16927215,49
Treg,777,NFKB1,6.83738586,5
Treg,777,STAT3,5.10677783,19
Treg,777,CREB1,4.33158672,43
Treg,777,ATF3,1.71176833,291
Treg,777,REL,3.13570338,130
Treg,777,HSF1,-0.338992278,532
Treg,777,EPAS1,1.75145425,283
Treg,778,HIF1A,3.36461762,101
Treg,778,NFKB1,5.02721989,27
Treg,778,STAT3,6.405866,7
Treg,778,CREB1,5.8576167,10
Treg,778,ATF3,-1.36477741,577
Treg,778,REL,2.67841397,160
Treg,778,HSF1,0.975824625,373
Treg,778,EPAS1,1.71133494,274
Treg,779,HIF1A,5.41826606,18
Treg,779,NFKB1,5.0016539,29
Treg,779,STAT3,5.94322612,8
Treg,779,CREB1,5.49735312,14
Treg,779,ATF3,-1.32382295,570
Treg,779,REL,3.4904481,93
Treg,779,HSF1,7.01814773,3
Treg,779,EPAS1,2.92717873,146
Treg,780,HIF1A,6.26332955,10
Treg,780,NFKB1,5.48401683,21
Treg,780,STAT3,5.38310809,24
Treg,780,CREB1,4.20597045,56
Treg,780,ATF3,1.99209253,249
Treg,780,REL,4.7973094,35
Treg,780,HSF1,5.48174747,22
Treg,780,EPAS1,5.03823196,29
Treg,781,HIF1A,6.65895596,6
Treg,781,NFKB1,6.7001077,5
Treg,781,STAT3,4.77753254,30
Treg,781,CREB1,5.77606481,12
Treg,781,ATF3,0.413662766,431
Treg,781,REL,3.47248966,103
Treg,781,HSF1,3.95197491,70
Treg,781,EPAS1,2.54028121,194
Treg,782,HIF1A,4.66272761,32
Treg,782,NFKB1,5.9273399,14
Treg,782,STAT3,5.04037302,23
Treg,782,CREB1,6.93916258,6
Treg,782,ATF3,-0.610923284,537
Treg,782,REL,2.19920063,219
Treg,782,HSF1,2.34858094,206
Treg,782,EPAS1,2.63680889,173
Treg,783,HIF1A,4.74927411,35
Treg,783,NFKB1,6.10897275,7
Treg,783,STAT3,4.22006002,56
Treg,783,CREB1,6.37900668,6
Treg,783,ATF3,3.06226987,133
Treg,783,REL,3.3203856,111
Treg,783,HSF1,3.06090261,135
Treg,783,EPAS1,4.6883077,36
Treg,784,HIF1A,5.22287127,20
Treg,784,NFKB1,5.28425088,18
Treg,784,STAT3,5.0911382,24
Treg,784,CREB1,6.80997452,5
Treg,784,ATF3,3.15578716,139
Treg,784,REL,3.45323816,103
Treg,784,HSF1,2.94672644,153
Treg,784,EPAS1,5.32838232,17
Treg,785,HIF1A,4.24744196,56
Treg,785,NFKB1,5.45956636,22
Treg,785,STAT3,4.30272497,52
Treg,785,CREB1,6.34301619,9
Treg,785,ATF3,4.76996007,36
Treg,785,REL,3.57157251,101
Treg,785,HSF1,1.93405598,259
Treg,785,EPAS1,3.58027913,100
Treg,786,HIF1A,5.47414622,16
Treg,786,NFKB1,5.83821925,11
Treg,786,STAT3,3.2441557,110
Treg,786,CREB1,6.12233555,7
Treg,786,ATF3,1.43275204,315
Treg,786,REL,3.36399214,98
Treg,786,HSF1,2.99366296,142
Treg,786,EPAS1,4.25134138,55
Treg,787,HIF1A,6.89258974,5
Treg,787,NFKB1,7.37704877,3
Treg,787,STAT3,5.43336158,20
Treg,787,CREB1,6.90474129,4
Treg,787,ATF3,3.89508651,73
Treg,787,REL,1.77793122,273
Treg,787,HSF1,4.44859864,50
Treg,787,EPAS1,1.46525537,313
Treg,788,HIF1A,6.71655332,4
Treg,788,NFKB1,4.87952428,28
Treg,788,STAT3,4.32426516,48
Treg,788,CREB1,7.46570652,3
Treg,788,ATF3,1.32085637,319
Treg,788,REL,1.64022595,279
Treg,788,HSF1,3.08929654,134
Treg,788,EPAS1,1.10074445,343
Treg,789,HIF1A,5.70761493,17
Treg,789,NFKB1,6.09169534,13
Treg,789,STAT3,3.21468162,121
Treg,789,CREB1,6.69057288,6
Treg,789,ATF3,2.06815538,230
Treg,789,REL,1.78364281,265
Treg,789,HSF1,1.76905409,269
Treg,789,EPAS1,1.81488705,263
Treg,790,HIF1A,5.76343819,13
Treg,790,NFKB1,5.32394628,21
Treg,790,STAT3,3.76803,72
Treg,790,CREB1,6.34856317,7
Treg,790,ATF3,3.03200339,134
Treg,790,REL,3.22760849,113
Treg,790,HSF1,2.72645535,171
Treg,790,EPAS1,3.65333015,81
Treg,791,HIF1A,3.22822067,117
Treg,791,NFKB1,5.33559651,16
Treg,791,STAT3,2.05614696,231
Treg,791,CREB1,4.08726084,60
Treg,791,ATF3,2.20753066,209
Treg,791,REL,4.31216394,49
Treg,791,HSF1,3.52144088,95
Treg,791,EPAS1,2.74526665,156
Treg,792,HIF1A,4.79048335,29
Treg,792,NFKB1,3.22158761,118
Treg,792,STAT3,3.42181638,95
Treg,792,CREB1,4.78603568,30
Treg,792,ATF3,-0.0863881621,490
Treg,792,REL,1.22977077,349
Treg,792,HSF1,0.836412051,395
Treg,792,EPAS1,2.95899282,151
Treg,793,HIF1A,4.41608875,43
Treg,793,NFKB1,3.63124805,93
Treg,793,STAT3,6.04821939,6
Treg,793,CREB1,5.15425189,19
Treg,793,ATF3,4.30386897,52
Treg,793,REL,2.05362099,240
Treg,793,HSF1,1.767668,272
Treg,793,EPAS1,1.84947824,265
Treg,794,HIF1A,4.83031968,29
Treg,794,NFKB1,4.92276223,27
Treg,794,STAT3,4.66675277,36
Treg,794,CREB1,5.30091398,12
Treg,794,ATF3,1.6216539,307
Treg,794,REL,3.82833653,75
Treg,794,HSF1,0.134579429,470
Treg,794,EPAS1,2.55094532,173
Treg,795,HIF1A,4.61699186,40
Treg,795,NFKB1,5.61709117,13
Treg,795,STAT3,6.90323575,5
Treg,795,CREB1,3.71566366,84
Treg,795,ATF3,2.86068401,157
Treg,795,REL,5.17112966,20
Treg,795,HSF1,2.01009675,243
Treg,795,EPAS1,2.08729166,229
Treg,796,HIF1A,5.71812489,11
Treg,796,NFKB1,5.96069578,7
Treg,796,STAT3,4.86023575,30
Treg,796,CREB1,4.04285997,52
Treg,796,ATF3,3.32604041,103
Treg,796,REL,2.57431073,174
Treg,796,HSF1,3.20426645,112
Treg,796,EPAS1,4.13598804,48
Treg,797,HIF1A,6.14913834,10
Treg,797,NFKB1,3.96254336,67
Treg,797,STAT3,5.21296461,22
Treg,797,CREB1,4.41661918,38
Treg,797,ATF3,1.91133526,235
Treg,797,REL,3.11923797,127
Treg,797,HSF1,2.66918962,167
Treg,797,EPAS1,2.33308204,193
Treg,798,HIF1A,6.10806287,9
Treg,798,NFKB1,6.93919795,2
Treg,798,STAT3,4.83605924,31
Treg,798,CREB1,3.87850811,68
Treg,798,ATF3,2.49757923,187
Treg,798,REL,1.36591627,319
Treg,798,HSF1,3.46941293,92
Treg,798,EPAS1,3.60741564,82
Treg,799,HIF1A,5.87678704,16
Treg,799,NFKB1,4.66172747,40
Treg,799,STAT3,6.17723424,11
Treg,799,CREB1,3.34887077,110
Treg,799,ATF3,2.15072538,226
Treg,799,REL,3.49903026,98
Treg,799,HSF1,1.80172892,276
Treg,799,EPAS1,2.04507144,245
Treg,800,HIF1A,6.41519724,9
Treg,800,NFKB1,5.31827966,22
Treg,800,STAT3,4.21165993,45
Treg,800,CREB1,5.58411235,19
Treg,800,ATF3,-0.198655011,502
Treg,800,REL,4.27774971,42
Treg,800,HSF1,2.28417626,214
Treg,800,EPAS1,4.29647569,40
Treg,801,HIF1A,6.30577236,7
Treg,801,NFKB1,4.93212494,28
Treg,801,STAT3,5.32685617,21
Treg,801,CREB1,5.55707547,18
Treg,801,ATF3,3.72028087,67
Treg,801,REL,2.71695361,173
Treg,801,HSF1,2.85902141,149
Treg,801,EPAS1,4.23737812,45
Treg,802,HIF1A,5.72871249,15
Treg,802,NFKB1,6.0062231,13
Treg,802,STAT3,2.78911375,162
Treg,802,CREB1,3.83797161,71
Treg,802,ATF3,0.778593035,407
Treg,802,REL,2.63093591,184
Treg,802,HSF1,3.12440505,129
Treg,802,EPAS1,3.3628198,94
Treg,803,HIF1A,5.62656575,15
Treg,803,NFKB1,4.57858467,33
Treg,803,STAT3,5.92617563,9
Treg,803,CREB1,4.36539116,38
Treg,803,ATF3,0.725479207,402
Treg,803,REL,4.12392055,50
Treg,803,HSF1,2.6441359,165
Treg,803,EPAS1,2.19688086,224
Treg,804,HIF1A,7.53915432,2
Treg,804,NFKB1,6.63596248,4
Treg,804,STAT3,5.47420606,17
Treg,804,CREB1,4.16103509,51
Treg,804,ATF3,0.936369067,396
Treg,804,REL,1.9864341,255
Treg,804,HSF1,4.85322459,27
Treg,804,EPAS1,-1.65730562,580
Treg,805,HIF1A,7.18702168,3
Treg,805,NFKB1,6.99669421,5
Treg,805,STAT3,3.12608286,132
Treg,805,CREB1,5.95863416,12
Treg,805,ATF3,3.15972392,127
Treg,805,REL,3.62546432,90
Treg,805,HSF1,2.36749205,206
Treg,805,EPAS1,0.651452911,417
Treg,806,HIF1A,6.61390156,3
Treg,806,NFKB1,5.97722613,10
Treg,806,STAT3,4.23614016,51
Treg,806,CREB1,5.38373658,14
Treg,806,ATF3,2.85039992,149
Treg,806,REL,3.18070719,120
Treg,806,HSF1,3.4476977,102
Treg,806,EPAS1,3.15727541,122
Treg,807,HIF1A,5.97814606,13
Treg,807,NFKB1,5.14420169,26
Treg,807,STAT3,4.28062234,48
Treg,807,CREB1,4.67172177,38
Treg,807,ATF3,3.32688565,98
Treg,807,REL,2.38776691,200
Treg,807,HSF1,4.4604543,44
Treg,807,EPAS1,0.425993245,437
Treg,808,HIF1A,6.03630234,10
Treg,808,NFKB1,5.46699834,15
Treg,808,STAT3,2.25440652,221
Treg,808,CREB1,6.22728083,8
Treg,808,ATF3,2.61929512,166
Treg,808,REL,5.23790204,21
Treg,808,HSF1,4.73151596,32
Treg,808,EPAS1,3.22658442,112
Treg,809,HIF1A,5.55758057,17
Treg,809,NFKB1,5.69530722,16
Treg,809,STAT3,4.16522117,52
Treg,809,CREB1,5.77866208,15
Treg,809,ATF3,1.22648832,349
Treg,809,REL,3.93466631,60
Treg,809,HSF1,3.55000929,92
Treg,809,EPAS1,1.23669343,348
Treg,810,HIF1A,5.74595362,12
Treg,810,NFKB1,3.29857685,103
Treg,810,STAT3,4.10057436,58
Treg,810,CREB1,5.52236471,21
Treg,810,ATF3,0.230871715,478
Treg,810,REL,4.76799365,33
Treg,810,HSF1,2.19788102,219
Treg,810,EPAS1,4.16747655,52
Treg,811,HIF1A,3.78108698,72
Treg,811,NFKB1,5.06709721,23
Treg,811,STAT3,4.52729769,41
Treg,811,CREB1,5.77701947,15
Treg,811,ATF3,2.6080375,164
Treg,811,REL,4.32078228,46
Treg,811,HSF1,1.83928262,271
Treg,811,EPAS1,4.14376625,51
Treg,812,HIF1A,4.77117252,28
Treg,812,NFKB1,3.86997458,66
Treg,812,STAT3,4.07163761,56
Treg,812,CREB1,4.43253756,42
Treg,812,ATF3,2.42132884,211
Treg,812,REL,3.51799189,93
Treg,812,HSF1,3.18973643,117
Treg,812,EPAS1,2.44149911,205
Treg,813,HIF1A,5.1353629,23
Treg,813,NFKB1,4.53939813,36
Treg,813,STAT3,2.55198925,186
Treg,813,CREB1,4.3411052,42
Treg,813,ATF3,-1.46659953,575
Treg,813,REL,4.08187505,58
Treg,813,HSF1,3.91428525,67
Treg,813,EPAS1,2.55744519,184
Treg,814,HIF1A,5.80480833,14
Treg,814,NFKB1,3.79463357,83
Treg,814,STAT3,4.47439748,43
Treg,814,CREB1,4.71061896,35
Treg,814,ATF3,1.66301808,295
Treg,814,REL,1.55960434,310
Treg,814,HSF1,3.88469315,76
Treg,814,EPAS1,2.5668759,186
Treg,815,HIF1A,4.89335253,26
Treg,815,NFKB1,3.91353838,65
Treg,815,STAT3,3.33922754,100
Treg,815,CREB1,5.54084279,13
Treg,815,ATF3,2.22873435,228
Treg,815,REL,3.38461647,93
Treg,815,HSF1,3.01586005,142
Treg,815,EPAS1,1.56309135,302
Treg,816,HIF1A,6.22171787,16
Treg,816,NFKB1,2.0707155,241
Treg,816,STAT3,2.15430578,231
Treg,816,CREB1,5.61251189,20
Treg,816,ATF3,4.30285424,46
Treg,816,REL,3.40802766,93
Treg,816,HSF1,3.18495622,116
Treg,816,EPAS1,3.08508422,128
Treg,817,HIF1A,4.24544287,42
Treg,817,NFKB1,3.64884462,84
Treg,817,STAT3,4.35381383,38
Treg,817,CREB1,4.83819942,24
Treg,817,ATF3,1.17804326,352
Treg,817,REL,0.38138966,446
Treg,817,HSF1,2.96285773,130
Treg,817,EPAS1,3.67032762,82
Treg,818,HIF1A,4.90951256,22
Treg,818,NFKB1,3.63677086,88
Treg,818,STAT3,2.70422595,161
Treg,818,CREB1,5.1416209,15
Treg,818,ATF3,1.71048484,280
Treg,818,REL,2.98136265,133
Treg,818,HSF1,4.5123314,37
Treg,818,EPAS1,2.5009764,179
Treg,819,HIF1A,3.83588553,71
Treg,819,NFKB1,4.80306821,31
Treg,819,STAT3,5.84176486,12
Treg,819,CREB1,6.82138329,5
Treg,819,ATF3,0.431670654,437
Treg,819,REL,2.69917574,167
Treg,819,HSF1,3.51124208,90
Treg,819,EPAS1,3.29454719,106
Treg,820,HIF1A,4.27655751,59
Treg,820,NFKB1,6.33053626,12
Treg,820,STAT3,6.35660771,11
Treg,820,CREB1,6.08027306,16
Treg,820,ATF3,1.02755779,382
Treg,820,REL,3.51716587,95
Treg,820,HSF1,4.20070694,63
Treg,820,EPAS1,3.31202618,117
Treg,821,HIF1A,6.267147,9
Treg,821,NFKB1,5.36389642,16
Treg,821,STAT3,5.24643521,19
Treg,821,CREB1,4.4443171,41
Treg,821,ATF3,3.11331302,124
Treg,821,REL,5.93069361,12
Treg,821,HSF1,3.05097452,131
Treg,821,EPAS1,3.19496062,115
Treg,822,HIF1A,5.86501137,10
Treg,822,NFKB1,3.66601568,85
Treg,822,STAT3,5.26176417,15
Treg,822,CREB1,5.15742746,17
Treg,822,ATF3,2.7428125,167
Treg,822,REL,4.3239551,49
Treg,822,HSF1,1.3462413,334
Treg,822,EPAS1,4.34133127,47
Treg,823,HIF1A,3.88127988,62
Treg,823,NFKB1,4.75428406,28
Treg,823,STAT3,4.48428221,36
Treg,823,CREB1,5.3395029,16
Treg,823,ATF3,3.04898166,142
Treg,823,REL,4.99284261,23
Treg,823,HSF1,2.41441956,209
Treg,823,EPAS1,1.84986716,271
Treg,824,HIF1A,3.97159139,62
Treg,824,NFKB1,4.79231136,29
Treg,824,STAT3,4.32571465,38
Treg,824,CREB1,6.78161255,7
Treg,824,ATF3,2.32404371,210
Treg,824,REL,3.86811356,72
Treg,824,HSF1,4.00380514,60
Treg,824,EPAS1,0.7918393,396
Treg,825,HIF1A,4.79895566,30
Treg,825,NFKB1,3.40694598,92
Treg,825,STAT3,5.23748781,16
Treg,825,CREB1,5.21472504,18
Treg,825,ATF3,-0.653637906,540
Treg,825,REL,4.21587936,49
Treg,825,HSF1,3.79371336,63
Treg,825,EPAS1,4.41587494,40
Treg,826,HIF1A,4.9651468,22
Treg,826,NFKB1,5.00897624,18
Treg,826,STAT3,3.60217911,88
Treg,826,CREB1,4.88572778,24
Treg,826,ATF3,0.928235919,378
Treg,826,REL,2.05848889,237
Treg,826,HSF1,3.87115241,72
Treg,826,EPAS1,1.7769677,273
Treg,827,HIF1A,4.76165885,31
Treg,827,NFKB1,4.72142419,34
Treg,827,STAT3,6.32109445,9
Treg,827,CREB1,6.40938369,7
Treg,827,ATF3,1.12333168,351
Treg,827,REL,2.28021769,215
Treg,827,HSF1,2.09702084,234
Treg,827,EPAS1,2.27329724,217
Treg,828,HIF1A,5.55918067,13
Treg,828,NFKB1,4.48706236,38
Treg,828,STAT3,3.94744688,73
Treg,828,CREB1,5.56974442,12
Treg,828,ATF3,2.98133469,154
Treg,828,REL,4.3469876,45
Treg,828,HSF1,2.2633995,215
Treg,828,EPAS1,1.57204429,297
Treg,829,HIF1A,3.90849622,58
Treg,829,NFKB1,2.96541116,140
Treg,829,STAT3,5.61398276,14
Treg,829,CREB1,5.11234343,21
Treg,829,ATF3,1.96678855,248
Treg,829,REL,3.10539759,127
Treg,829,HSF1,3.28638693,103
Treg,829,EPAS1,2.97144549,139
Treg,830,HIF1A,3.92675724,67
Treg,830,NFKB1,6.25204164,10
Treg,830,STAT3,3.6089029,91
Treg,830,CREB1,8.0553616,3
Treg,830,ATF3,2.43835881,185
Treg,830,REL,2.12378991,219
Treg,830,HSF1,4.03355638,64
Treg,830,EPAS1,2.85058514,139
Treg,831,HIF1A,4.90928166,29
Treg,831,NFKB1,5.11373967,23
Treg,831,STAT3,1.45101424,318
Treg,831,CREB1,7.38105227,3
Treg,831,ATF3,0.85769758,395
Treg,831,REL,1.18321492,354
Treg,831,HSF1,3.24380769,113
Treg,831,EPAS1,3.36286053,104
Treg,832,HIF1A,6.07968692,7
Treg,832,NFKB1,5.17533301,21
Treg,832,STAT3,2.46992045,190
Treg,832,CREB1,7.07972817,4
Treg,832,ATF3,2.3717634,206
Treg,832,REL,3.37922373,99
Treg,832,HSF1,1.66284829,305
Treg,832,EPAS1,5.77112319,10
Treg,833,HIF1A,4.41943186,43
Treg,833,NFKB1,4.43917682,41
Treg,833,STAT3,5.29388848,15
Treg,833,CREB1,6.66612257,4
Treg,833,ATF3,1.45091936,304
Treg,833,REL,4.42025032,42
Treg,833,HSF1,1.23487273,329
Treg,833,EPAS1,4.92655574,28
Treg,834,HIF1A,4.46840151,38
Treg,834,NFKB1,6.67287029,5
Treg,834,STAT3,4.2535348,47
Treg,834,CREB1,5.44485923,15
Treg,834,ATF3,2.92571718,129
Treg,834,REL,6.17282482,10
Treg,834,HSF1,1.71794084,283
Treg,834,EPAS1,2.98187426,120
Treg,835,HIF1A,6.69963019,7
Treg,835,NFKB1,5.36789391,16
Treg,835,STAT3,4.36167492,45
Treg,835,CREB1,3.93421526,63
Treg,835,ATF3,0.895371785,396
Treg,835,REL,3.79925874,77
Treg,835,HSF1,1.19330427,357
Treg,835,EPAS1,4.1281075,53
Treg,836,HIF1A,6.72671533,3
Treg,836,NFKB1,5.54734167,14
Treg,836,STAT3,5.28816527,18
Treg,836,CREB1,3.31004521,110
Treg,836,ATF3,2.38047553,222
Treg,836,REL,4.02627074,58
Treg,836,HSF1,1.92315658,274
Treg,836,EPAS1,3.85505129,70
Treg,837,HIF1A,6.99043216,2
Treg,837,NFKB1,4.00432811,64
Treg,837,STAT3,4.9931428,19
Treg,837,CREB1,3.54770702,87
Treg,837,ATF3,2.224817,221
Treg,837,REL,2.4288018,199
Treg,837,HSF1,2.27668981,212
Treg,837,EPAS1,4.08557804,57
Treg,838,HIF1A,6.83798691,5
Treg,838,NFKB1,3.6822139,92
Treg,838,STAT3,3.71376805,89
Treg,838,CREB1,4.31877488,44
Treg,838,ATF3,2.88256643,152
Treg,838,REL,5.48064981,13
Treg,838,HSF1,0.731176092,410
Treg,838,EPAS1,0.851737307,393
Treg,839,HIF1A,5.83000705,8
Treg,839,NFKB1,4.85597323,33
Treg,839,STAT3,4.18318186,52
Treg,839,CREB1,3.18778641,108
Treg,839,ATF3,4.90966741,31
Treg,839,REL,4.43560132,43
Treg,839,HSF1,3.00659581,126
Treg,839,EPAS1,1.7325722,287
Treg,840,HIF1A,5.40209452,14
Treg,840,NFKB1,4.98686063,23
Treg,840,STAT3,5.06697692,22
Treg,840,CREB1,2.59020951,172
Treg,840,ATF3,-0.263595088,527
Treg,840,REL,2.86942191,143
Treg,840,HSF1,2.36591134,203
Treg,840,EPAS1,2.83011825,152
Treg,841,HIF1A,6.28576282,7
Treg,841,NFKB1,3.64217093,72
Treg,841,STAT3,5.5503089900000004,14
Treg,841,CREB1,5.40424497,18
Treg,841,ATF3,1.65899272,302
Treg,841,REL,1.61809624,309
Treg,841,HSF1,1.7128496,293
Treg,841,EPAS1,2.67024871,161
Treg,842,HIF1A,6.19111016,9
Treg,842,NFKB1,3.09958232,124
Treg,842,STAT3,5.30389886,22
Treg,842,CREB1,6.2770312,8
Treg,842,ATF3,2.29035476,214
Treg,842,REL,2.94789635,139
Treg,842,HSF1,2.13763229,227
Treg,842,EPAS1,1.27145938,346
Treg,843,HIF1A,5.93326181,14
Treg,843,NFKB1,4.06111269,53
