ensembl_id,gene_symbol
ENSG00000261267,RP11-44I10.3
ENSG00000260086,RP11-42I10.1
ENSG00000260052,CTC-527H23.3
ENSG00000205423,CNEP1R1
ENSG00000259843,RP11-429P3.3
ENSG00000155393,HEATR3
ENSG00000121274,PAPD5
ENSG00000121281,ADCY7
ENSG00000166164,BRD7
ENSG00000140807,NKD1
ENSG00000260029,RP11-401P9.1
ENSG00000205414,RP11-401P9.6
ENSG00000261685,RP11-401P9.4
ENSG00000260249,RP11-401P9.5
ENSG00000167208,SNX20
ENSG00000167207,NOD2
ENSG00000261644,RP11-327F22.2
ENSG00000260929,RP11-327F22.1
ENSG00000083799,CYLD
ENSG00000260616,RP11-327F22.4
ENSG00000261703,RP11-327F22.5
ENSG00000260975,RP11-142G1.3
ENSG00000177200,CHD9
ENSG00000261804,RP11-44F14.2
ENSG00000262714,RP11-44F14.8
ENSG00000103479,RBL2
ENSG00000166971,AKTIP
ENSG00000103494,RPGRIP1L
ENSG00000140718,FTO
ENSG00000260194,RP11-357N13.2
ENSG00000177508,IRX3
ENSG00000245694,CRNDE
ENSG00000087245,MMP2
ENSG00000260135,RP11-212I21.2
ENSG00000087253,LPCAT2
ENSG00000261997,RP11-212I21.4
ENSG00000256812,CAPNS2
ENSG00000198848,CES1
ENSG00000246379,RP11-461O7.1
ENSG00000087258,GNAO1
ENSG00000261439,CTD-2050B12.2
ENSG00000159461,AMFR
ENSG00000260621,RP11-413H22.2
ENSG00000167005,NUDT21
ENSG00000087263,OGFOD1
ENSG00000125124,BBS2
ENSG00000087250,MT3
ENSG00000125148,MT2A
ENSG00000260823,RP11-249C24.10
ENSG00000169715,MT1E
ENSG00000205364,MT1M
ENSG00000205362,MT1A
ENSG00000169688,MT1B
ENSG00000198417,MT1F
ENSG00000125144,MT1G
ENSG00000205358,MT1H
ENSG00000187193,MT1X
ENSG00000261302,RP11-343H19.1
ENSG00000102900,NUP93
ENSG00000070915,SLC12A3
ENSG00000051108,HERPUD1
ENSG00000087237,CETP
ENSG00000140853,NLRC5
ENSG00000260145,RP11-322D14.2
ENSG00000140848,CPNE2
ENSG00000172775,FAM192A
ENSG00000159579,RSPRY1
ENSG00000102931,ARL2BP
ENSG00000260946,RP11-407G23.3
ENSG00000102934,PLLP
ENSG00000102962,CCL22
ENSG00000102970,CCL17
ENSG00000005194,CIAPIN1
ENSG00000088682,COQ9
ENSG00000102978,POLR2C
ENSG00000125170,DOK4
ENSG00000135736,CCDC102A
ENSG00000159618,GPR114
ENSG00000205336,GPR56
ENSG00000182885,GPR97
ENSG00000140854,KATNB1
ENSG00000140859,KIFC3
ENSG00000187185,CTD-2600O9.1
ENSG00000159648,TEPP
ENSG00000166188,ZNF319
ENSG00000103005,USB1
ENSG00000102996,MMP15
ENSG00000070761,C16orf80
ENSG00000260545,CTB-134F13.1
ENSG00000260927,RP11-459F6.3
ENSG00000070770,CSNK2A2
ENSG00000103021,CCDC113
ENSG00000181938,GINS3
ENSG00000260186,RP11-481J2.2
ENSG00000103034,NDRG4
ENSG00000103037,SETD6
ENSG00000125107,CNOT1
ENSG00000103042,SLC38A7
ENSG00000125166,GOT2
ENSG00000245768,RP11-410D17.2
ENSG00000261310,RP11-354I13.1
ENSG00000150394,CDH8
ENSG00000261653,RP11-21L1.1
ENSG00000179776,CDH5
ENSG00000246898,LINC00920
ENSG00000166546,BEAN1
ENSG00000261656,CTD-2258A20.5
ENSG00000260851,RP11-403P17.5
ENSG00000247270,AC132186.1
ENSG00000166548,TK2
ENSG00000260755,RP11-403P17.3
ENSG00000261519,Y_RNA-1
ENSG00000217555,CKLF
ENSG00000254788,CKLF-CMTM1
ENSG00000089505,CMTM1
ENSG00000140932,CMTM2
ENSG00000140931,CMTM3
ENSG00000183723,CMTM4
ENSG00000135720,DYNC1LI2
ENSG00000260465,RP11-63M22.2
ENSG00000246777,RP11-61A14.4
ENSG00000249961,CCDC79
ENSG00000159593,NAE1
ENSG00000258122,RP11-61A14.1
ENSG00000172840,PDP2
ENSG00000261705,RP11-61A14.2
ENSG00000261088,RP11-61A14.3
ENSG00000166592,RRAD
ENSG00000166595,FAM96B
ENSG00000172831,CES2
ENSG00000172828,CES3
ENSG00000172824,CES4A
ENSG00000067955,CBFB
ENSG00000125149,C16orf70
ENSG00000237172,B3GNT9
ENSG00000102871,TRADD
ENSG00000135722,FBXL8
ENSG00000102878,HSF4
ENSG00000265690,RP11-5A19.5
ENSG00000140939,NOL3
ENSG00000196123,KIAA0895L
ENSG00000179044,EXOC3L1
ENSG00000205250,E2F4
ENSG00000102890,ELMO3
ENSG00000125122,LRRC29
ENSG00000168701,TMEM208
ENSG00000135723,FHOD1
ENSG00000135740,SLC9A5
ENSG00000196155,PLEKHG4
ENSG00000168676,KCTD19
ENSG00000159708,LRRC36
ENSG00000159713,TPPP3
ENSG00000159714,ZDHHC1
ENSG00000176387,HSD11B2
ENSG00000159720,ATP6V0D1
ENSG00000159723,AGRP
ENSG00000039523,FAM65A
ENSG00000261396,CTD-2012K14.2
ENSG00000259945,CTD-2012K14.3
ENSG00000260894,CTD-2012K14.4
ENSG00000261386,CTD-2012K14.6
ENSG00000259804,CTD-2012K14.7
ENSG00000102974,CTCF
ENSG00000159753,RLTPR
ENSG00000102977,ACD
ENSG00000102981,PARD6A
ENSG00000124074,ENKD1
ENSG00000159761,C16orf86
ENSG00000141098,GFOD2
ENSG00000141084,RANBP10
ENSG00000102904,TSNAXIP1
ENSG00000102901,CENPT
ENSG00000168286,THAP11
ENSG00000102898,NUTF2
ENSG00000038358,EDC4
ENSG00000263126,CTC-479C5.10
ENSG00000188038,NRN1L
ENSG00000159792,PSKH1
ENSG00000141086,CTRL
ENSG00000261884,CTC-479C5.12
ENSG00000205220,PSMB10
ENSG00000213398,LCAT
ENSG00000124067,SLC12A4
ENSG00000141096,DPEP3
ENSG00000167261,DPEP2
ENSG00000167264,DUS2
ENSG00000182810,DDX28
ENSG00000072736,NFATC3
ENSG00000260891,RP11-96D1.5
ENSG00000262160,RP11-96D1.11
ENSG00000103067,ESRP2
ENSG00000103066,PLA2G15
ENSG00000103064,SLC7A6
ENSG00000103061,SLC7A6OS
ENSG00000132600,PRMT7
ENSG00000103056,SMPD3
ENSG00000184939,ZFP90
ENSG00000260084,RP11-615I2.1
ENSG00000062038,CDH3
ENSG00000039068,CDH1
ENSG00000260798,RP11-354M1.2
ENSG00000103047,TANGO6
ENSG00000260999,RP11-521L9.1
ENSG00000103044,HAS3
ENSG00000168802,CHTF8
ENSG00000141076,CIRH1A
ENSG00000168807,SNTB2
ENSG00000260914,RP11-343C2.11
ENSG00000132612,VPS4A
ENSG00000213380,COG8
ENSG00000258429,PDF
ENSG00000272617,RP11-343C2.12
ENSG00000132603,NIP7
ENSG00000157315,TMED6
ENSG00000132604,TERF2
ENSG00000103018,CYB5B
ENSG00000102908,NFAT5
ENSG00000181019,NQO1
ENSG00000261602,CTD-2033A16.1
ENSG00000262136,CTD-2033A16.3
ENSG00000141101,NOB1
ENSG00000198373,WWP2
ENSG00000157322,CLEC18A
ENSG00000090857,PDPR
ENSG00000247228,RP11-296I10.3
ENSG00000157335,CLEC18C
ENSG00000269866,FKSG63
ENSG00000223496,EXOSC6
ENSG00000090861,AARS
ENSG00000157349,DDX19B
ENSG00000168872,DDX19A
ENSG00000157350,ST3GAL2
ENSG00000260111,RP11-529K1.4
ENSG00000157353,FUK
ENSG00000103051,COG4
ENSG00000189091,SF3B3
ENSG00000260023,RP11-49C24.1
ENSG00000157368,IL34
ENSG00000132613,MTSS1L
ENSG00000268927,FLJ00418
ENSG00000103043,VAC14
ENSG00000260156,RP11-394B2.6
ENSG00000214353,VAC14-AS1
ENSG00000180917,CMTR2
ENSG00000167377,ZNF23
ENSG00000261611,AC010547.9
ENSG00000247324,RP11-510M2.2
ENSG00000157429,ZNF19
ENSG00000198650,TAT
ENSG00000260886,RP11-432I5.1
ENSG00000140832,MARVELD3
ENSG00000040199,PHLPP2
ENSG00000260185,RP11-432I5.6
ENSG00000261513,RP11-432I5.8
ENSG00000260612,RP11-432I5.4
ENSG00000166747,AP1G1
ENSG00000224470,ATXN1L
ENSG00000182149,IST1
ENSG00000102984,ZNF821
ENSG00000261337,RP11-498D10.5
ENSG00000263320,RP11-498D10.6
ENSG00000102967,DHODH
ENSG00000140830,TXNL4B
ENSG00000257017,HP
ENSG00000261701,HPR
ENSG00000140829,DHX38
ENSG00000118557,PMFBP1
ENSG00000261008,AC004158.2
ENSG00000260664,AC004158.3
ENSG00000259768,RP5-991G20.1
ENSG00000140836,ZFHX3
ENSG00000259901,RP5-991G20.4
ENSG00000271009,RP11-346C20.3
ENSG00000261404,AC009120.4
ENSG00000103035,PSMD7
ENSG00000259972,AC009120.6
ENSG00000260884,AC009120.5
ENSG00000261079,RP11-252A24.3
ENSG00000196436,NPIPB15
ENSG00000140839,CLEC18B
ENSG00000260539,RP11-252A24.7
ENSG00000090863,GLG1
ENSG00000168411,RFWD3
ENSG00000168404,MLKL
ENSG00000103089,FA2H
ENSG00000103091,WDR59
ENSG00000186187,ZNRF1
ENSG00000247033,RP11-252E2.1
ENSG00000166816,LDHD
ENSG00000261058,RP11-252E2.2
ENSG00000184517,ZFP1
ENSG00000050820,BCAR1
ENSG00000153774,CFDP1
ENSG00000261717,RP11-77K12.1
ENSG00000166822,TMEM170A
ENSG00000203472,RP11-77K12.4
ENSG00000205084,TMEM231
ENSG00000034713,GABARAPL2
ENSG00000065457,ADAT1
ENSG00000065427,KARS
ENSG00000166848,TERF2IP
ENSG00000250514,RP11-96P7.1
ENSG00000259995,CTD-2336H13.2
ENSG00000103111,MON1B
ENSG00000205078,SYCE1L
ENSG00000261063,RP11-538I12.2
ENSG00000260922,RP11-538I12.3
ENSG00000140876,NUDT7
ENSG00000261707,RP11-264M12.2
ENSG00000171724,VAT1L
ENSG00000186153,WWOX
ENSG00000260733,RP11-264L1.4
ENSG00000260694,RP11-556H2.4
ENSG00000261722,RP11-679B19.2
ENSG00000178573,MAF
ENSG00000260876,RP11-345M22.1
ENSG00000261390,RP11-345M22.2
ENSG00000259867,RP11-525K10.3
ENSG00000168589,DYNLRB2
ENSG00000260737,RP11-18F14.1
ENSG00000166446,CDYL2
ENSG00000260594,CTD-2055G21.1
ENSG00000260896,RP11-314O13.1
ENSG00000103121,CMC2
ENSG00000166451,CENPN
ENSG00000260213,RP11-303E16.3
ENSG00000166454,ATMIN
ENSG00000166455,C16orf46
ENSG00000261141,RP11-303E16.5
ENSG00000261838,RP11-303E16.6
ENSG00000245059,RP11-303E16.7
ENSG00000140905,GCSH
ENSG00000260495,RP11-55K13.1
ENSG00000261609,GAN
ENSG00000153815,CMIP
ENSG00000197943,PLCG2
ENSG00000260682,7SK-2
ENSG00000184860,SDR42E1
ENSG00000261235,RP11-510J16.5
ENSG00000135698,MPHOSPH6
ENSG00000260228,RP11-483P21.2
ENSG00000260523,RP11-483P21.3
ENSG00000230989,HSBP1
ENSG00000103150,MLYCD
ENSG00000260300,RP11-505K9.4
ENSG00000140961,OSGIN1
ENSG00000140943,MBTPS1
ENSG00000260018,RP11-505K9.1
ENSG00000103160,HSDL1
ENSG00000154099,DNAAF1
ENSG00000103168,TAF1C
ENSG00000140955,ADAD2
ENSG00000250685,RP11-486L19.2
ENSG00000103175,WFDC1
ENSG00000064270,ATP2C2
ENSG00000261286,RP11-517C16.2
ENSG00000140950,TLDC1
ENSG00000261243,RP11-517C16.4
ENSG00000103187,COTL1
ENSG00000261471,RP11-61F12.1
ENSG00000135686,KLHL36
ENSG00000103194,USP10
ENSG00000103196,CRISPLD2
ENSG00000153786,ZDHHC7
ENSG00000135709,KIAA0513
ENSG00000270124,RP11-118F19.1
ENSG00000260417,CTD-2542L18.1
ENSG00000131149,GSE1
ENSG00000131153,GINS2
ENSG00000154102,C16orf74
ENSG00000131148,EMC8
ENSG00000270184,RP11-568J23.5
ENSG00000131143,COX4I1
ENSG00000140968,IRF8
ENSG00000268804,RP11-542M13.3
ENSG00000261177,RP11-805I24.1
ENSG00000270020,RP11-463O9.9
ENSG00000103248,MTHFSD
ENSG00000260456,C16orf95
ENSG00000270006,RP11-178L8.7
ENSG00000103264,FBXO31
ENSG00000269901,RP11-178L8.9
ENSG00000140941,MAP1LC3B
ENSG00000261592,RP11-178L8.3
ENSG00000140948,ZCCHC14
ENSG00000260750,RP11-482M8.1
ENSG00000154118,JPH3
ENSG00000226180,AC010536.1
ENSG00000104731,KLHDC4
ENSG00000205047,FLJ00104
ENSG00000260498,RP4-536B24.4
ENSG00000260177,RP4-536B24.3
ENSG00000103257,SLC7A5
ENSG00000174990,CA5A
ENSG00000172530,BANP
ENSG00000261193,RP11-863P13.5
ENSG00000260162,RP11-863P13.1
ENSG00000261327,RP11-863P13.3
ENSG00000260420,LA16c-444G7.2
ENSG00000261273,LA16c-444G7.1
ENSG00000225614,ZNF469
ENSG00000179588,ZFPM1
ENSG00000261744,RP11-21B21.4
ENSG00000158545,ZC3H18
ENSG00000124391,IL17C
ENSG00000051523,CYBA
ENSG00000167508,MVD
ENSG00000260630,SNAI3-AS1
ENSG00000185669,SNAI3
ENSG00000158717,RNF166
ENSG00000174177,CTU2
ENSG00000103335,PIEZO1
ENSG00000260121,RP5-1142A6.9
ENSG00000224888,RP5-1142A6.2
ENSG00000260617,RP5-1142A6.7
ENSG00000182376,RP5-1142A6.8
ENSG00000167513,CDT1
ENSG00000198931,APRT
ENSG00000141012,GALNS
ENSG00000167515,TRAPPC2L
ENSG00000129993,CBFA2T3
ENSG00000256982,CTD-2555A7.2
ENSG00000176715,ACSF3
ENSG00000261546,CTD-2555A7.3
ENSG00000180422,LINC00304
ENSG00000129910,CDH15
ENSG00000259803,SLC22A31
ENSG00000259877,RP11-46C24.7
ENSG00000170100,ZNF778
ENSG00000260659,RP11-46C24.6
ENSG00000167522,ANKRD11
ENSG00000268218,AC137932.1
ENSG00000260279,AC137932.5
ENSG00000261253,AC137932.6
ENSG00000197912,SPG7
ENSG00000261118,RP11-104N10.1
ENSG00000167526,RPL13
ENSG00000178773,CPNE7
ENSG00000131165,CHMP1A
ENSG00000167523,SPATA33
ENSG00000185324,CDK10
ENSG00000260259,RP11-368I7.4
ENSG00000158792,SPATA2L
ENSG00000075399,VPS9D1
ENSG00000261373,VPS9D1-AS1
ENSG00000158805,ZNF276
ENSG00000187741,FANCA
ENSG00000204991,SPIRE2
ENSG00000141002,TCF25
ENSG00000258839,MC1R
ENSG00000259006,RP11-566K11.4
ENSG00000258947,TUBB3-1
ENSG00000140995,DEF8
ENSG00000261317,RP11-566K11.5
ENSG00000177946,CENPBD1
ENSG00000003249,DBNDD1
ENSG00000141013,GAS8
ENSG00000260507,RP11-356C4.3
ENSG00000261172,RP11-356C4.5
ENSG00000260923,AC137934.1
ENSG00000272636,DOC2B
ENSG00000181031,RPH3AL
ENSG00000262558,RP11-1260E13.3
ENSG00000241525,AC108004.3
ENSG00000187624,C17orf97
ENSG00000183688,FAM101B
ENSG00000263015,RP5-1029F21.3
ENSG00000141252,VPS53
ENSG00000262905,RP5-1029F21.2
ENSG00000167695,FAM57A
ENSG00000179409,GEMIN4
ENSG00000167699,GLOD4
ENSG00000262228,RP11-676J12.4
ENSG00000171861,RNMTL1
ENSG00000167693,NXN
ENSG00000177370,TIMM22
ENSG00000159842,ABR
ENSG00000184811,TUSC5
ENSG00000108953,YWHAE
ENSG00000167193,CRK
ENSG00000262777,RP11-818O24.3
ENSG00000197879,MYO1C
ENSG00000132376,INPP5K
ENSG00000236618,PITPNA-AS1
ENSG00000174238,PITPNA
ENSG00000167703,SLC43A2
ENSG00000074660,SCARF1
ENSG00000167705,RILP
ENSG00000174231,PRPF8
ENSG00000185561,TLCD2
ENSG00000186594,MIR22HG
ENSG00000167716,WDR81
ENSG00000262791,RP11-961A15.1
ENSG00000167711,SERPINF2
ENSG00000132386,SERPINF1
ENSG00000186532,SMYD4
ENSG00000132383,RPA1
ENSG00000185924,RTN4RL1
ENSG00000108963,DPH1
ENSG00000262664,OVCA2
ENSG00000262533,RP11-667K14.4
ENSG00000263050,RP11-667K14.3
ENSG00000177374,HIC1
ENSG00000070366,SMG6
ENSG00000262810,RP11-667K14.5
ENSG00000236838,AC090617.1
ENSG00000167720,SRR
ENSG00000167721,TSR1
ENSG00000141258,SGSM2
ENSG00000263345,RP1-59D14.5
ENSG00000070444,MNT
ENSG00000262456,RP1-59D14.1
ENSG00000127804,METTL16
ENSG00000007168,PAFAH1B1
ENSG00000272770,RP11-74E22.5
ENSG00000272911,RP11-74E22.6
ENSG00000132361,CLUH
ENSG00000262050,RP11-74E22.3
ENSG00000132359,RAP1GAP2
ENSG00000262884,CTD-3060P21.1
ENSG00000261848,CTD-2309O5.3
ENSG00000221882,OR3A2
ENSG00000180090,OR3A1
ENSG00000141255,SPATA22
ENSG00000108381,ASPA
ENSG00000167723,TRPV3
ENSG00000262304,SHPK
ENSG00000196689,TRPV1
ENSG00000197417,SHPK-1
ENSG00000040531,CTNS
ENSG00000262903,RP11-235E17.6
ENSG00000213977,TAX1BP3
ENSG00000257950,P2RX5-TAX1BP3
ENSG00000127774,EMC6
ENSG00000083454,P2RX5
ENSG00000083457,ITGAE
ENSG00000262692,CTD-3195I5.3
ENSG00000177602,GSG2
ENSG00000262194,CTD-3195I5.5
ENSG00000262758,CTD-3195I5.1
ENSG00000074356,C17orf85
ENSG00000004660,CAMKK1
ENSG00000108405,P2RX1
ENSG00000074370,ATP2A3
ENSG00000074755,ZZEF1
ENSG00000167740,CYB5D2
ENSG00000185722,ANKFY1
ENSG00000263165,RP11-810M2.2
ENSG00000132388,UBE2G1
ENSG00000182557,SPNS3
ENSG00000262823,RP13-580F15.2
ENSG00000183018,SPNS2
ENSG00000132382,MYBBP1A
ENSG00000167741,GGT6
ENSG00000188176,SMTNL2
ENSG00000161905,ALOX15
ENSG00000141456,PELP1
ENSG00000235085,AC091153.4
ENSG00000244184,RP11-314A20.2
ENSG00000141480,ARRB2
ENSG00000161920,MED11
ENSG00000261898,RP11-314A20.5
ENSG00000161921,CXCL16
ENSG00000141497,ZMYND15
ENSG00000142484,TM4SF5
ENSG00000182853,VMO1
ENSG00000182327,GLTPD2
ENSG00000142507,PSMB6
ENSG00000262165,RP11-81A22.5
ENSG00000129219,PLD2
ENSG00000141503,MINK1
ENSG00000108556,CHRNE
ENSG00000205710,C17orf107
ENSG00000185245,GP1BA
ENSG00000108528,SLC25A11
ENSG00000108523,RNF167
ENSG00000108518,PFN1
ENSG00000108515,ENO3
ENSG00000091640,SPAG7
ENSG00000108509,CAMTA2
ENSG00000262429,RP5-1050D4.3
ENSG00000234203,RP5-1050D4.2
ENSG00000262678,RP5-1050D4.4
ENSG00000262227,RP5-1050D4.5
ENSG00000196388,INCA1
ENSG00000129250,KIF1C
ENSG00000227495,AC109333.10
ENSG00000132517,SLC52A1
ENSG00000262693,RP11-46I8.3
ENSG00000180787,ZFP3
ENSG00000167840,ZNF232
ENSG00000129204,USP6
ENSG00000180626,ZNF594
ENSG00000261879,RP11-333E1.1
ENSG00000161929,SCIMP
ENSG00000263164,RP11-333E1.2
ENSG00000029725,RABEP1
ENSG00000108559,NUP88
ENSG00000263220,RP11-420A6.2
ENSG00000129197,RPAIN
ENSG00000263272,CTC-524C5.2
ENSG00000108561,C1QBP
ENSG00000005100,DHX33
ENSG00000262099,CTC-524C5.5
ENSG00000072849,DERL2
ENSG00000167842,MIS12
ENSG00000091592,NLRP1
ENSG00000179314,WSCD1
ENSG00000129221,AIPL1
ENSG00000129195,FAM64A
ENSG00000091622,PITPNM3
ENSG00000198920,KIAA0753
ENSG00000129235,TXNDC17
ENSG00000108590,MED31
ENSG00000212734,C17orf100
ENSG00000261996,CTC-281F24.1
ENSG00000141485,SLC13A5
ENSG00000132530,XAF1
ENSG00000177294,FBXO39
ENSG00000215067,AC027763.2
ENSG00000263316,RP11-530N7.3
ENSG00000262089,RP11-589P10.5
ENSG00000108839,ALOX12
ENSG00000219200,RNASEK
ENSG00000269871,AC040977.1
ENSG00000161939,RNASEK-C17orf49
ENSG00000258315,C17orf49
ENSG00000267532,MIR497HG
ENSG00000161940,BCL6B
ENSG00000174327,SLC16A13
ENSG00000174326,SLC16A11
ENSG00000132514,CLEC10A
ENSG00000161944,ASGR2
ENSG00000141505,ASGR1
ENSG00000132535,DLG4
ENSG00000072778,ACADVL
ENSG00000004975,DVL2
ENSG00000040633,PHF23
ENSG00000170296,GABARAP
ENSG00000175826,CTDNEP1
ENSG00000170291,ELP5
ENSG00000181885,CLDN7
ENSG00000006047,YBX2
ENSG00000132507,EIF5A
ENSG00000132522,GPS2
ENSG00000261915,RP11-542C16.2
ENSG00000215041,NEURL4
ENSG00000072818,ACAP1
ENSG00000213859,KCTD11
ENSG00000263171,RP11-542C16.1
ENSG00000174292,TNK1
ENSG00000187838,TMEM256-PLSCR3
ENSG00000262481,C17orf61-PLSCR3
ENSG00000205544,TMEM256
ENSG00000169992,NLGN2
ENSG00000181284,TMEM102
ENSG00000262624,RP11-104H15.9
ENSG00000161958,FGF11
ENSG00000170175,CHRNB1
ENSG00000174282,ZBTB4
ENSG00000259224,SLC35G6
ENSG00000181222,POLR2A
ENSG00000239697,TNFSF12
ENSG00000161955,TNFSF13
ENSG00000161956,SENP3
ENSG00000161960,EIF4A1
ENSG00000129226,CD68
ENSG00000233223,AC113189.5
ENSG00000129255,MPDU1
ENSG00000129194,SOX15
ENSG00000129245,FXR2
ENSG00000141504,SAT2
ENSG00000129244,ATP1B2
ENSG00000141510,TP53
ENSG00000141499,WRAP53
ENSG00000183914,DNAH2
ENSG00000132510,KDM6B
ENSG00000167874,TMEM88
ENSG00000183011,LSMD1
ENSG00000182224,CYB5D1
ENSG00000170004,CHD3
ENSG00000179859,AC025335.1
ENSG00000170049,KCNAB3
ENSG00000170043,TRAPPC1
ENSG00000170037,CNTROB
ENSG00000132518,GUCY2D
ENSG00000179477,ALOX12B
ENSG00000214999,AC129492.6
ENSG00000179148,ALOXE3
ENSG00000179111,HES7
ENSG00000179094,PER1
ENSG00000220205,VAMP2
ENSG00000179029,TMEM107
ENSG00000266824,RP11-599B13.7
ENSG00000196544,C17orf59
ENSG00000178999,AURKB
ENSG00000178977,LINC00324
ENSG00000269928,RP11-849F2.8
ENSG00000178971,CTC1
ENSG00000178921,PFAS
ENSG00000269947,RP11-849F2.9
ENSG00000125434,SLC25A35
ENSG00000108961,RANGRF
ENSG00000198844,ARHGEF15
ENSG00000198150,AC135178.1
ENSG00000265749,RP11-849F2.5
ENSG00000184619,KRBA2
ENSG00000263809,RP11-849F2.7
ENSG00000161970,RPL26
ENSG00000189051,RNF222
ENSG00000166579,NDEL1
ENSG00000133026,MYH10
ENSG00000161973,CCDC42
ENSG00000185156,MFSD6L
ENSG00000174083,PIK3R6
ENSG00000141506,PIK3R5
ENSG00000266389,CTB-41I6.1
ENSG00000265975,CTB-41I6.2
ENSG00000065320,NTN1
ENSG00000170310,STX8
ENSG00000225751,AC087501.1
ENSG00000154914,USP43
ENSG00000109047,RCVRN
ENSG00000007237,GAS7
ENSG00000264194,AC000003.2
ENSG00000109063,MYH3
ENSG00000261433,CTC-297N7.1
ENSG00000273290,CTC-297N7.8
ENSG00000133028,SCO1
ENSG00000170222,ADPRM
ENSG00000187824,TMEM220
ENSG00000263400,CTC-297N7.5
ENSG00000266368,RP11-1096G20.5
ENSG00000154957,ZNF18
ENSG00000065559,MAP2K4
ENSG00000265489,RP11-1090M7.1
ENSG00000006740,ARHGAP44
ENSG00000263707,RP11-597M12.1
ENSG00000006744,ELAC2
ENSG00000153976,HS3ST3A1
ENSG00000265494,RP11-131K5.2
ENSG00000233852,AC005304.1
ENSG00000266744,RP11-131K5.1
ENSG00000006695,COX10
ENSG00000231595,AC005224.2
ENSG00000125430,HS3ST3B1
ENSG00000266709,RP11-214O1.2
ENSG00000266378,RP11-214O1.3
ENSG00000230647,AC022816.2
ENSG00000109099,PMP22
ENSG00000125409,TEKT3
ENSG00000266667,RP11-849N15.4
ENSG00000239704,CDRT4
ENSG00000259024,TVP23C-CDRT4
ENSG00000175106,TVP23C
ENSG00000266538,RP11-385D13.3
ENSG00000241322,CDRT1-1
ENSG00000251537,RP11-385D13.1
ENSG00000221926,TRIM16
ENSG00000266261,RP11-640I15.1
ENSG00000187607,ZNF286A
ENSG00000255104,ZNF286A-1
ENSG00000237057,AC015922.6
ENSG00000170425,ADORA2B
ENSG00000214941,ZSWIM7
ENSG00000011295,TTC19
ENSG00000141027,NCOR1
ENSG00000108474,PIGL
ENSG00000166582,CENPV
ENSG00000170315,UBB
ENSG00000265401,RP11-138I1.4
ENSG00000264739,RP11-138I1.2
ENSG00000187688,TRPV2
ENSG00000266651,RP11-138I1.3
ENSG00000181350,FAM211A
ENSG00000141040,ZNF287
ENSG00000197566,ZNF624
ENSG00000170160,CCDC144A
ENSG00000240505,TNFRSF13B
ENSG00000230709,AC104024.1
ENSG00000230969,AC104024.2
ENSG00000133030,MPRIP
ENSG00000225442,MPRIP-AS1
ENSG00000263624,RP11-45M22.3
ENSG00000179598,PLD6
ENSG00000264187,RP11-45M22.4
ENSG00000154803,FLCN
ENSG00000141030,COPS3
ENSG00000205309,NT5M
ENSG00000141026,MED9
ENSG00000108551,RASD1
ENSG00000133027,PEMT
ENSG00000264666,RP11-524F11.2
ENSG00000108557,RAI1
ENSG00000226746,SMCR5
ENSG00000072310,SREBF1
ENSG00000175662,TOM1L2
ENSG00000171962,LRRC48
ENSG00000171953,ATPAF2
ENSG00000141034,GID4
ENSG00000108591,DRG2
ENSG00000091536,MYO15A
ENSG00000266677,RP11-258F1.1
ENSG00000091542,ALKBH5
ENSG00000131899,LLGL1
ENSG00000177731,FLII
ENSG00000177427,MIEF2
ENSG00000260647,RP1-178F10.1
ENSG00000177302,TOP3A
ENSG00000176994,SMCR8
ENSG00000267350,RP1-178F10.3
ENSG00000176974,SHMT1
ENSG00000220161,RP1-37N7.3
ENSG00000171916,LGALS9C
ENSG00000213077,FAM106A
ENSG00000249459,ZNF286B
ENSG00000108448,TRIM16L
ENSG00000171931,FBXW10
ENSG00000171928,TVP23B
ENSG00000265478,CTD-2145A24.3
ENSG00000141127,PRPSAP2
ENSG00000264273,CTD-2145A24.4
ENSG00000154025,SLC5A10
ENSG00000188522,FAM83G
ENSG00000154016,GRAP
ENSG00000265185,SNORD3B-1
ENSG00000262074,SNORD3B-2
ENSG00000263394,RP11-160E2.19
ENSG00000228157,AC007952.5
ENSG00000262202,SNORD3D
ENSG00000189152,GRAPL
ENSG00000262319,CTC-457L16.2
ENSG00000262292,RP11-160E2.11
ENSG00000263934,SNORD3A
ENSG00000264940,SNORD3C
ENSG00000072134,EPN2
ENSG00000235397,EPN2-AS1
ENSG00000265263,RP11-135L13.4
ENSG00000108641,B9D1
ENSG00000166484,MAPK7
ENSG00000128482,RNF112
ENSG00000142494,SLC47A1
ENSG00000072210,ALDH3A2
ENSG00000264932,Y_RNA-2
ENSG00000108602,ALDH3A1
ENSG00000083290,ULK2
ENSG00000270091,RP11-78O7.2
ENSG00000108599,AKAP10
ENSG00000261033,RP11-209D14.2
ENSG00000128487,SPECC1
ENSG00000170298,LGALS9B
ENSG00000260907,AC008088.4
ENSG00000205212,CCDC144NL
ENSG00000233098,RP11-344E13.3
ENSG00000124422,USP22
ENSG00000263986,RP11-746M1.1
ENSG00000109016,DHRS7B
ENSG00000178307,TMEM11
ENSG00000235530,AC087294.2
ENSG00000154035,C17orf103
ENSG00000034152,MAP2K3
ENSG00000184185,KCNJ12
ENSG00000264023,RP11-728E14.2
ENSG00000212719,C17orf51
ENSG00000263563,UBBP4
ENSG00000266795,RP11-744K17.9
